police_station_post,fms,security_zone,district,total_arrests,percent_male,percent_single,percent_employed,percent_urban,percent_highschool_higher
Baidoa_Police_station,South_West,Bay,Baidoa,6,100,83.3333333333333,16.6666666666667,83.3333333333333,33.3333333333333
